name,SMILES,herb,PC1,PC2,PC3,PC4,PC5
alorac,C(=C(C(=O)O)Cl)(C(=O)C(Cl)(Cl)Cl)Cl,1,-1.6428108934315548,-5.234796847108176,1.6041089642153217,-0.1049389147809123,0.9816275874070384
amidochlor,CCC1=C(C(=CC=C1)CC)N(CNC(=O)C)C(=O)CCl,1,-2.040401118184515,-0.09966088041817282,0.32199933541065706,-2.604115730613815,1.088853163395517
bentranil,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)O2,1,-1.1104041518492493,0.16179663106558276,-0.11406731077503043,0.5549080458159351,-0.46035854821846744
benzadox,C1=CC=C(C=C1)C(=O)NOCC(=O)O,1,-1.9210026693220352,-0.03166121028097391,-0.7505198706797993,-1.0331693805452262,-0.12854075095016682
benzipram,CC1=CC(=CC(=C1)C(=O)N(CC2=CC=CC=C2)C(C)C)C,1,-1.7291747842517973,-1.0956304363804235,-0.2971331100942091,-0.48984111433761895,-0.9897609987237322
benzofluor,CCSC1=CC(=C(C=C1)NS(=O)(=O)C)C(F)(F)F,1,-4.337418444561913,5.459255279039855,-5.883344499549528,-1.724076075978335,-0.3265404092200942
benzoylprop,CC(C(=O)O)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,1,-2.8123214704690906,-0.11056956354530946,-1.0368940731321532,0.4093327393848745,-3.298418574663098
buthidazole,CC(C)(C)C1=NN=C(S1)N2C(CN(C2=O)C)O,1,0.6085421557376719,5.52267451455576,-0.17385700107789526,0.03479727604622638,2.300170766953241
cambendichlor,COC1=C(C=CC(=C1C(=O)OCCN(CCOC(=O)C2=C(C(=CC(=C2)Cl)Cl)OC)C3=CC=CC=C3)Cl)Cl,1,-1.3211974139619724,3.0823252283171416,3.7809762124099278,0.9988479941033199,-2.8950927629162058
carboxazole,CC(C)(C)C1=CC(=NO1)NC(=O)OC,1,-1.2153881790041619,2.9448329415494676,-1.3651554033227442,0.5569618870204448,-0.8855812518770053
chlorflurazole,C1=CC(=C(C2=C1NC(=N2)C(F)(F)F)Cl)Cl,1,-3.050428849057683,0.7941083934620766,-0.46958682772356725,-0.24843189257128637,-1.9626782610854163
chlorflurenol,C1=CC=C2C(=C1)C3=C(C2(C(=O)O)O)C=C(C=C3)Cl,1,-0.8658930043483188,-1.5612050498559336,2.795175383210969,1.4800355552025501,-3.027875880933882
chloroacetic acid,C(C(=O)O)Cl,1,-2.2406661356049256,-5.39078522281515,0.8839863074335134,-2.427736571980014,-0.5279758464035752
chloropon,C(C(C(=O)O)(Cl)Cl)Cl,1,-2.1787053434492827,-5.122480022475133,0.7639978233405491,-2.1252070550756983,0.11364906204374041
cisanilide,CC1CCC(N1C(=O)NC2=CC=CC=C2)C,1,-1.4629120062010235,1.2357282363018256,0.3269807721251989,-0.7482722472415884,0.9366385689500564
clacyfos,CC(OC(=O)COC1=C(C=C(C=C1)Cl)Cl)P(=O)(OC)OC,1,-1.654824389441246,-1.568114389905606,0.2868900065803171,0.24622963853340799,-3.5536310507446016
cliodinate,CC(=O)OC1=C(C(=NC=C1I)Cl)I,1,-2.3047645488534254,-0.9300365013389942,-0.6255400603729557,1.9318276463841921,-2.2695911158266506
CPMF,CN(C)C(=NC1=CC(=C(C=C1)Cl)Cl)Cl,1,-3.33593333793979,-1.265833995109326,-1.2694699981526532,-1.909089934282931,-2.3822673490760495
credazine,CC1=CC=CC=C1OC2=NN=CC=C2,1,-2.6512812671949875,0.8001666509653985,-1.317525393739937,0.3299411061600041,-1.5416308045146678
cycluron,CN(C)C(=O)NC1CCCCCCC1,1,-1.044248877141668,-1.385276495548573,0.720832273697775,-2.566364066266842,1.6274759938562426
cyprazole,CC(C)(CCl)C1=NN=C(S1)NC(=O)C2CC2,1,-2.143466147327032,1.9095607876141574,-0.7586586705445145,-0.5070451795170079,2.319193481326144
cypromid,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,1,-2.6464789104668562,-1.8655090191683725,-0.004993679696737809,-0.9628604884727734,-3.1229767031200333
dazomet,CN1CN(C(=S)SC1)C,1,-1.7473586744929923,0.22222488223100187,-0.586482692139927,-2.9967162780058003,3.9841608448626413
dichloralurea,C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O,1,-1.6876235821561514,-1.4452899843804659,-1.0620698682460357,-1.59067950973041,-0.5354725518613561
dichlormate,CNC(=O)OCC1=CC(=C(C=C1)Cl)Cl,1,-2.0816334567823738,-2.1893510421235223,0.5546392723384296,1.2854273739537758,-2.583643100519941
difenopenten,CC(C=CC(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)C(F)(F)F,1,-1.8854495271518876,-2.998212801447084,0.10453909534714956,3.7004431126363317,-4.970617766523296
disul,C1=CC(=C(C=C1Cl)Cl)OCCOS(=O)(=O)O,1,-2.101282361378564,0.17765868922226866,-1.8932461875831268,-0.28610914926502456,-0.9634479206165579
erbon,CC(C(=O)OCCOC1=CC(=C(C=C1Cl)Cl)Cl)(Cl)Cl,1,-1.592022652230188,-2.202746016924379,1.2956573839405743,0.6409614474810291,-2.219612075846624
EXD,CCOC(=S)SSC(=S)OCC,1,-2.3116426051179917,-4.00946416646328,-0.22058247792203273,-3.671903890527815,0.8705022557849046
fenteracol,C1=C(C(=CC(=C1Cl)Cl)Cl)OCCO,1,-2.085837353809044,-3.456370992496951,0.932537564601816,-0.16621525422764372,-2.577338093534385
flamprop,CC(C(=O)O)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,1,-2.8021992003465814,0.21626020227934734,-0.9170975248047023,1.1038993482144572,-2.743364506537261
flumezin,CN1C(=O)N(C(=O)CO1)C2=CC=CC(=C2)C(F)(F)F,1,-0.08478443492432619,5.400570995345903,-0.908595311318147,1.173928047698666,-0.3856039591697573
fluoromidine,C1=C(C=NC2=C1NC(=N2)C(F)(F)F)Cl,1,-2.571693162030315,1.049678995476343,-0.9267284774736796,-0.22167422932821138,-1.8710106604019179
haloxydine,C1(=C(NC(=C(C1=O)Cl)F)F)Cl,1,-2.6164349818947423,-1.7519110319076703,-0.2791151213148219,0.21739651397110088,-0.42488456707707384
herbimycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC,1,10.453571036493285,3.393162577614322,2.6847557054801263,2.8664446215670845,3.5456715707187367
hexachloroacetone,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1,-2.100677462763707,-5.279966768531953,-0.06987377890745011,-2.5743505678683025,-1.1317511989592635
isocarbamid,CC(C)CNC(=O)N1CCNC1=O,1,-0.9052291984661334,2.470210069870925,0.11058414844029765,-1.6047310286312306,4.723899009375523
isonoruron,CN(C)C(=O)NC1CCC2C1C3CCC2C3,1,-0.5196586607802021,-0.6907027076159828,1.7719168739717908,-2.6574317424873226,2.544450926757481
karbutilate,CC(C)(C)NC(=O)OC1=CC=CC(=C1)NC(=O)N(C)C,1,-2.8252286839034664,2.803908371867092,0.1402863825606488,-0.13555329968468544,-4.318905499764448
lancotrione,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)OCCC3OCCO3,1,0.7882535419768179,5.7039203625383745,-1.69892425413085,1.7831966405642672,3.621138432485031
MCPA-thioethyl,CCSC(=O)COC1=C(C=C(C=C1)Cl)C,1,-1.5461839754626765,-2.6016176465960674,0.5825793882738479,-0.08261501891162248,-1.8678080683668374
metam,CNC(=S)S,1,-2.9836117280419137,-3.623098057369987,-1.2082878305523495,-4.566829811931967,0.23979301446502305
methazole,CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl,1,-2.121168022312384,4.3577720343094,-2.0947370081800702,1.0511319614283703,-1.0395485947570067
methoxyphenone,CC1=CC(=CC=C1)C(=O)C2=CC(=C(C=C2)OC)C,1,-1.5700557675792124,-1.488340669831907,-0.021826551258143926,0.6668067253588874,-3.3453954404062975
methyl isothiocyanate,CN=C=S,1,-2.8284469856766457,-4.572916644134503,-0.512351813300708,-3.4829753566629575,0.17981204645348647
noruron,CN(C)C(=O)NC1CC2CC1C3C2CCC3,1,-0.2824030764176499,-0.9426047820972439,2.028128927750023,-2.9378336379537933,1.3092378787073187
o-dichlorobenzene,C1=CC=C(C(=C1)Cl)Cl,1,-3.0128181972984294,-4.237544559106214,-0.2609594592035066,-1.969509047959871,-2.6672193647103066
pentachlorophenol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1,-2.604490384300134,-4.301959920228156,-0.16684662841020717,-1.632137777482894,-2.199850175460294
phenobenzuron,CN(C)C(=O)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,1,-3.450655836962127,1.4756346430571303,-1.6253091829603006,0.38428965521330644,-2.785660408971177
proxan,CC(C)OC(=S)S,1,-2.2510112647967073,-4.777443440309809,-0.41103648028306616,-2.944508996643844,-0.5173592190792197
pydanon,C1C(=O)NNC(=O)C1(CC(=O)O)O,1,1.2590559046018592,0.6983375411955619,0.4722117147905336,-0.8713509686779805,2.103815747027584
pyriclor,C1=C(C(=O)C(=C(N1)Cl)Cl)Cl,1,-1.937869297691201,-1.8827219588510036,-1.0398479903803113,-1.0833791419913155,-1.6106629892611324
quinonamid,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC(=O)C(Cl)Cl,1,-2.287493060144352,-0.03206496240535028,-0.47511254106400785,1.4622503690955206,-2.3516863899182106
sulfallate,CCN(CC)C(=S)SCC(=C)Cl,1,-2.5243131189447503,-3.9917670776792984,0.4959560421589548,-4.1733946343916895,1.715327040291922
sulglycapin,CNS(=O)(=O)OCC(=O)N1CCCCCC1,1,-1.464601857936795,3.8771340466352506,-0.38175338024505595,-2.5693681603809444,3.8861736253534507
tavron,C1=CC(=CC=C1C2=NSC(=N2)N)Cl,1,-3.6126032200843254,1.7177509737498955,-3.2293251246860906,-1.4968467258957023,-0.9372299772484654
terbucarb,CC1=CC(=C(C(=C1)C(C)(C)C)OC(=O)NC)C(C)(C)C,1,-1.9584052637071099,0.00046883651788331033,-1.234448244220512,1.4172336856564718,-2.210040637879623
thidiazuron,C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,1,-3.8812612038089522,4.568652513693634,-4.157855129873495,-1.1071409182075325,-0.02522510899594298
trihydroxytriazine,C1(=O)NC(=O)NC(=O)N1,1,-2.0214197944554573,0.1580839720125559,-1.390404583920923,-1.01578931871714,0.0759754816711389
trimeturon,CN(C)C(=NC1=CC=C(C=C1)Cl)OC,1,-2.7786196411508572,-0.792972418455921,-1.0928893511647886,-1.2412424052071915,-1.303729442722893
tripropindan,CCC(=O)C1=C(C2=C(C=C1C(C)C)C(CC2)(C)C)C,1,2.1679921951930337,-3.2628314293318876,1.8082612283451882,0.5934074797850358,1.2142789417654711
tritac,CC(COCC1=C(C=CC(=C1Cl)Cl)Cl)O,1,-1.398306460158833,-4.025342187016125,1.4591664035913678,-0.8763658195625621,-0.31445042522955013
aclonifen,C1=CC=C(C=C1)OC2=C(C(=C(C=C2)[N+](=O)[O-])N)Cl,1,-4.005670363349307,-0.11644259141127394,-2.3665128431545335,-0.45652133369850506,-4.1600113706595065
amitrole,C1=NNC(=N1)N,1,-2.683381066866621,0.25824939275875364,-2.6943444358095046,-3.3458776866313023,0.26070278845200334
asulam,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,1,-2.997952779684561,5.511512343366502,-5.494514203516539,-1.7691205730581534,0.8017602711990779
bilanafos,CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCP(=O)(C)O)N,1,-1.4075180492669088,-1.5191117265651013,0.8812031356432047,-4.445306795814714,4.289460463070136
cinmethylin,CC1=CC=CC=C1COC2CC3(CCC2(O3)C)C(C)C,1,3.3019665606639523,-1.1505308643396117,2.8485677658303055,2.28087185387421,1.5587156898944108
clomazone,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,1,-0.496201778233269,1.8594414819758478,1.676917784691319,1.6235390639902725,0.8010552330463659
cyclopyrimorate,CC1=C(C(=CC=C1)C2CC2)OC3=NN=C(C=C3OC(=O)N4CCOCC4)Cl,1,-1.3135723915222852,5.7960710642357585,2.051665409636992,2.966860975913641,0.3122169500763289
diflufenzopyr,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,1,-3.4280435367215127,6.624923803843425,-3.7574847992726723,2.33670901121117,-0.5044191985367928
endothal,C1CC2C(C(C1O2)C(=O)O)C(=O)O,1,1.0685232388816852,-4.105815059004031,2.0830794836715167,-0.3220195429854842,2.9150606463212885
glufosinate,CP(=O)(CCC(C(=O)O)N)O,1,-1.5545821016315298,-2.5345816178381404,0.8008659525204828,-4.586455147403728,3.5034126165219104
glyphosate,C(C(=O)O)NCP(=O)(O)O,1,-2.5272891478004977,-2.745535603843256,0.10923603169708916,-4.645793208161548,2.347664566493222
methiozolin,CC1=C(SC=C1)C2=NOC(C2)(C)COCC3=C(C=CC=C3F)F,1,0.7239508910343893,2.6834563742717354,3.264536889598727,2.43494231049182,0.1846688960511807
naptalam,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3C(=O)O,1,-2.4919917057618073,1.1222007360140809,0.14960676548556237,0.32521218787489575,-2.2342759510261683
bromobutide,CC(C)(C)C(C(=O)NC(C)(C)C1=CC=CC=C1)Br,1,-2.222218321804331,-1.8381620118069661,-0.3027596265780637,0.9703091939215408,-1.745182082680451
cumyluron,CC(C)(C1=CC=CC=C1)NC(=O)NCC2=CC=CC=C2Cl,1,-2.9646712092563043,1.2052077437389985,-0.8917406077962404,-0.008517343345696777,-2.80739358664202
daimuron,CC1=CC=C(C=C1)NC(=O)NC(C)(C)C2=CC=CC=C2,1,-2.4832027850804566,1.017222744968764,-2.4147645473083874,-0.5080189350668668,-2.625436082198112
difenzoquat,CN1C(=CC(=[N+]1C)C2=CC=CC=C2)C3=CC=CC=C3,1,-2.257618139823876,-0.13942966735522008,-0.7674413093995535,-1.3027440029188735,-0.05883574953273475
diphenamid,CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,1,-2.4560639300161955,-1.492699676698284,0.13617546010390527,-0.7628222545352359,-2.210046949237509
etobenzanid,CCOCOC1=CC=C(C=C1)C(=O)NC2=C(C(=CC=C2)Cl)Cl,1,-2.6574752112019975,0.47847849734587194,0.6604532669927501,1.4471805269744986,-4.233326796570825
flamprop-M,CC(C(=O)O)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,1,-2.8021992003465814,0.21626020227934734,-0.9170975248047023,1.1038993482144572,-2.743364506537261
fosamine,CCOP(=O)(C(=O)N)O,1,-1.804175964895283,-1.8541133921909796,0.01769847636457795,-3.124371538131575,1.7681862795341163
mefluidide,CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C,1,-2.9444293802697312,5.414734933074622,-5.482978384320741,0.16164296681802343,-0.4014654541030026
